0,0.7080591917037964
60,0.6140995621681213
120,0.6234357953071594
180,0.6023722887039185
240,0.604363739490509
300,0.6540448665618896
360,0.6302764415740967
420,0.6344916820526123
480,0.6551101207733154
540,0.644745945930481
600,0.6231219172477722
660,0.6476638317108154
720,0.6560956239700317
780,0.6488006711006165
840,0.6389182209968567
900,0.623466968536377
960,0.5999383330345154
1020,0.4580219089984894
1080,0.4097594618797302
1140,0.09362366050481796
1200,0.02620401419699192
1260,0.010887046344578266
1320,0.006501172203570604
1380,0.005252989009022713
1440,0.0033385814167559147
1500,0.0025253859348595142
1560,0.001992869656533003
1620,0.0019069904228672385
1680,0.0017512751510366797
1740,0.0015022156294435263
1800,0.0013198343804106116
1860,0.0010958638740703464
1920,0.000986631028354168
1980,0.0008368154522031546
2040,0.0007522228406742215
2100,0.0006700740777887404
2160,0.0005965179880149662
2220,0.0005424533737823367
2280,0.0005003513651899993
2340,0.00047374883433803916
