0,0.33203125
60,0.671875
120,0.6328125
180,0.76171875
240,0.8125
300,0.78515625
360,0.78515625
420,0.8046875
480,0.8671875
540,0.8125
600,0.8671875
660,0.8203125
720,0.92578125
780,0.87109375
840,0.8671875
900,0.6953125
960,0.7890625
1020,0.8203125
1080,0.86328125
1140,0.859375
1200,0.82421875
1260,0.94921875
1320,0.93359375
1380,0.875
1440,0.890625
1500,0.9140625
1560,0.953125
1620,0.8984375
1680,0.88671875
1740,0.9765625
1800,0.98046875
1860,0.98828125
1920,0.97265625
1980,0.94140625
2040,0.91796875
2100,1.0
2160,0.98046875
2220,0.9765625
2280,0.9375
2340,0.984375
2400,0.984375
2460,0.96484375
2520,0.98828125
2580,1.0
2640,0.99609375
2700,0.99609375
2760,0.95703125
2820,1.0
2880,1.0
2940,1.0
3000,1.0
