0,0.51953125
60,0.70703125
120,0.6953125
180,0.68359375
240,0.6953125
300,0.79296875
360,0.82421875
420,0.8046875
480,0.82421875
540,0.80859375
600,0.8046875
660,0.8203125
720,0.8046875
780,0.85546875
840,0.8046875
900,0.87109375
960,0.859375
1020,0.8359375
1080,0.8828125
1140,0.84375
1200,0.8671875
1260,0.90234375
1320,0.9140625
1380,0.85546875
1440,0.8984375
1500,0.9453125
1560,0.9140625
1620,0.875
1680,0.89453125
1740,0.90234375
1800,0.8515625
1860,0.875
1920,0.85546875
1980,0.9375
2040,0.890625
2100,0.81640625
2160,0.88671875
2220,0.86328125
2280,0.87890625
2340,0.83984375
2400,0.875
2460,0.98828125
2520,0.953125
2580,1.0
2640,1.0
2700,1.0
2760,0.9609375
2820,0.98828125
2880,1.0
2940,0.99609375
3000,1.0
